"","Year","month","gov_gop","sen_gop","rep_gop","gov_dem","sen_dem","rep_dem","president","close","value"
"1",1947,"January",23,51,253,23,45,198,"dem",NA,NA
"2",1947,"February",23,51,253,23,45,198,"dem",NA,NA
"3",1947,"March",23,51,253,23,45,198,"dem",NA,NA
"4",1947,"April",23,51,253,23,45,198,"dem",NA,NA
"5",1947,"May",23,51,253,23,45,198,"dem",NA,NA
"6",1947,"June",23,51,253,23,45,198,"dem",NA,NA
"7",1947,"July",23,51,253,23,45,198,"dem",NA,NA
"8",1947,"August",23,51,253,23,45,198,"dem",NA,NA
"9",1947,"September",23,51,253,23,45,198,"dem",NA,NA
"10",1947,"October",23,51,253,23,45,198,"dem",NA,NA
"11",1947,"November",24,51,253,23,45,198,"dem",NA,NA
"12",1947,"December",24,51,253,23,45,198,"dem",NA,NA
"13",1948,"January",22,53,253,24,48,198,"dem",NA,NA
"14",1948,"February",22,53,253,24,48,198,"dem",NA,NA
"15",1948,"March",22,53,253,24,48,198,"dem",NA,NA
"16",1948,"April",22,53,253,24,48,198,"dem",NA,NA
"17",1948,"May",22,53,253,24,48,198,"dem",NA,3.5
"18",1948,"June",22,53,253,24,48,198,"dem",NA,NA
"19",1948,"July",22,53,253,24,48,198,"dem",NA,NA
"20",1948,"August",22,53,253,24,48,198,"dem",NA,NA
"21",1948,"September",22,53,253,24,48,198,"dem",NA,NA
"22",1948,"October",22,53,253,24,48,198,"dem",NA,NA
"23",1948,"November",22,53,253,24,48,198,"dem",NA,NA
"24",1948,"December",22,53,253,24,48,198,"dem",NA,NA
"25",1949,"January",18,45,177,29,58,269,"dem",NA,NA
"26",1949,"February",18,45,177,29,58,269,"dem",NA,NA
"27",1949,"March",18,45,177,29,58,269,"dem",NA,NA
"28",1949,"April",18,45,177,29,58,269,"dem",NA,NA
"29",1949,"May",18,45,177,29,58,269,"dem",NA,6.1
"30",1949,"June",18,45,177,29,58,269,"dem",NA,NA
"31",1949,"July",18,45,177,30,58,269,"dem",NA,NA
"32",1949,"August",18,45,177,30,58,269,"dem",NA,NA
"33",1949,"September",18,45,177,30,58,269,"dem",NA,NA
"34",1949,"October",18,45,177,30,58,269,"dem",NA,NA
"35",1949,"November",18,45,177,30,58,269,"dem",NA,NA
"36",1949,"December",18,45,177,30,58,269,"dem",NA,NA
"37",1950,"January",18,44,177,29,57,269,"dem",NA,NA
"38",1950,"February",18,44,177,29,57,269,"dem",NA,NA
"39",1950,"March",18,44,177,29,57,269,"dem",NA,NA
"40",1950,"April",18,44,177,29,57,269,"dem",NA,NA
"41",1950,"May",18,44,177,29,57,269,"dem",NA,5.5
"42",1950,"June",18,44,177,29,57,269,"dem",NA,NA
"43",1950,"July",18,44,177,29,57,269,"dem",NA,NA
"44",1950,"August",18,44,177,29,57,269,"dem",NA,NA
"45",1950,"September",18,44,177,29,57,269,"dem",NA,NA
"46",1950,"October",18,44,177,29,57,269,"dem",NA,NA
"47",1950,"November",18,44,177,29,57,269,"dem",NA,NA
"48",1950,"December",18,44,177,29,57,269,"dem",NA,NA
"49",1951,"January",24,47,207,22,51,242,"dem",NA,NA
"50",1951,"February",24,47,207,22,51,242,"dem",NA,NA
"51",1951,"March",24,47,207,22,51,242,"dem",NA,NA
"52",1951,"April",24,47,207,22,51,242,"dem",NA,NA
"53",1951,"May",24,47,207,22,51,242,"dem",NA,3
"54",1951,"June",24,47,207,22,51,242,"dem",NA,NA
"55",1951,"July",24,47,207,22,51,242,"dem",NA,NA
"56",1951,"August",24,47,207,22,51,242,"dem",NA,NA
"57",1951,"September",24,47,207,22,51,242,"dem",NA,NA
"58",1951,"October",25,47,207,22,51,242,"dem",NA,NA
"59",1951,"November",25,47,207,22,51,242,"dem",NA,NA
"60",1951,"December",25,47,207,22,51,242,"dem",NA,NA
"61",1952,"January",24,50,207,22,50,242,"dem",NA,NA
"62",1952,"February",24,50,207,22,50,242,"dem",NA,NA
"63",1952,"March",24,50,207,22,50,242,"dem",NA,NA
"64",1952,"April",24,50,207,22,50,242,"dem",NA,NA
"65",1952,"May",24,50,207,22,50,242,"dem",NA,3
"66",1952,"June",24,50,207,22,50,242,"dem",NA,NA
"67",1952,"July",24,50,207,22,50,242,"dem",NA,NA
"68",1952,"August",24,50,207,22,50,242,"dem",NA,NA
"69",1952,"September",24,50,207,22,50,242,"dem",NA,NA
"70",1952,"October",24,50,207,22,50,242,"dem",NA,NA
"71",1952,"November",24,50,207,22,50,242,"dem",NA,NA
"72",1952,"December",24,50,207,22,50,242,"dem",NA,NA
"73",1953,"January",29,50,222,17,49,220,"gop",NA,NA
"74",1953,"February",29,50,222,17,49,220,"gop",NA,NA
"75",1953,"March",29,50,222,17,49,220,"gop",NA,NA
"76",1953,"April",29,50,222,17,49,220,"gop",NA,NA
"77",1953,"May",29,50,222,17,49,220,"gop",NA,2.5
"78",1953,"June",29,50,222,17,49,220,"gop",NA,NA
"79",1953,"July",29,50,222,17,49,220,"gop",NA,NA
"80",1953,"August",29,50,222,17,49,220,"gop",NA,NA
"81",1953,"September",29,50,222,17,49,220,"gop",NA,NA
"82",1953,"October",30,50,222,18,49,220,"gop",NA,NA
"83",1953,"November",30,50,222,18,49,220,"gop",NA,NA
"84",1953,"December",30,50,222,18,49,220,"gop",NA,NA
"85",1954,"January",29,55,222,18,53,220,"gop",NA,NA
"86",1954,"February",29,55,222,18,53,220,"gop",NA,NA
"87",1954,"March",29,55,222,18,53,220,"gop",NA,NA
"88",1954,"April",29,55,222,18,53,220,"gop",NA,NA
"89",1954,"May",29,55,222,18,53,220,"gop",NA,5.9
"90",1954,"June",29,55,222,18,53,220,"gop",NA,NA
"91",1954,"July",29,55,222,18,53,220,"gop",NA,NA
"92",1954,"August",29,55,222,18,53,220,"gop",NA,NA
"93",1954,"September",29,55,222,18,53,220,"gop",NA,NA
"94",1954,"October",29,55,222,18,53,220,"gop",NA,NA
"95",1954,"November",29,55,222,19,53,220,"gop",NA,NA
"96",1954,"December",29,55,222,19,53,220,"gop",NA,NA
"97",1955,"January",21,47,204,26,48,237,"gop",NA,NA
"98",1955,"February",21,47,204,26,48,237,"gop",NA,NA
"99",1955,"March",21,47,204,26,48,237,"gop",NA,NA
"100",1955,"April",21,47,204,26,48,237,"gop",NA,NA
"101",1955,"May",21,47,204,26,48,237,"gop",NA,4.3
"102",1955,"June",21,47,204,26,48,237,"gop",NA,NA
"103",1955,"July",21,47,204,26,48,237,"gop",NA,NA
"104",1955,"August",21,47,204,26,48,237,"gop",NA,NA
"105",1955,"September",21,47,204,26,48,237,"gop",NA,NA
"106",1955,"October",21,47,204,26,48,237,"gop",NA,NA
"107",1955,"November",21,47,204,26,48,237,"gop",NA,NA
"108",1955,"December",21,47,204,26,48,237,"gop",NA,NA
"109",1956,"January",21,49,204,26,51,237,"gop",NA,NA
"110",1956,"February",21,49,204,26,51,237,"gop",NA,NA
"111",1956,"March",21,49,204,26,51,237,"gop",NA,NA
"112",1956,"April",21,49,204,26,50,237,"gop",NA,NA
"113",1956,"May",21,49,204,26,50,237,"gop",NA,4.3
"114",1956,"June",21,49,204,26,50,237,"gop",NA,NA
"115",1956,"July",21,49,204,26,50,237,"gop",NA,NA
"116",1956,"August",21,49,204,26,50,237,"gop",NA,NA
"117",1956,"September",21,49,204,26,50,237,"gop",NA,NA
"118",1956,"October",21,49,204,26,50,237,"gop",NA,NA
"119",1956,"November",21,49,204,26,51,237,"gop",NA,NA
"120",1956,"December",21,49,204,26,51,237,"gop",NA,NA
"121",1957,"January",19,47,203,28,52,242,"gop",NA,NA
"122",1957,"February",19,47,203,28,52,242,"gop",NA,NA
"123",1957,"March",19,47,203,28,52,242,"gop",NA,NA
"124",1957,"April",19,47,203,28,52,242,"gop",NA,NA
"125",1957,"May",19,47,203,28,52,242,"gop",NA,4.1
"126",1957,"June",19,47,203,28,52,242,"gop",NA,NA
"127",1957,"July",19,47,203,28,52,242,"gop",NA,NA
"128",1957,"August",19,47,203,28,52,242,"gop",NA,NA
"129",1957,"September",20,47,203,28,52,242,"gop",NA,NA
"130",1957,"October",20,47,203,28,52,242,"gop",NA,NA
"131",1957,"November",20,47,203,28,52,242,"gop",NA,NA
"132",1957,"December",20,47,203,28,52,242,"gop",NA,NA
"133",1958,"January",20,47,203,28,52,242,"gop",NA,NA
"134",1958,"February",20,47,203,28,52,242,"gop",NA,NA
"135",1958,"March",20,47,203,28,52,242,"gop",NA,NA
"136",1958,"April",20,47,203,28,52,242,"gop",NA,NA
"137",1958,"May",20,47,203,28,52,242,"gop",NA,7.4
"138",1958,"June",20,47,203,28,52,242,"gop",NA,NA
"139",1958,"July",20,47,203,28,52,242,"gop",NA,NA
"140",1958,"August",20,47,203,28,52,242,"gop",NA,NA
"141",1958,"September",20,47,203,28,52,242,"gop",NA,NA
"142",1958,"October",20,47,203,28,52,242,"gop",NA,NA
"143",1958,"November",20,47,203,28,52,242,"gop",NA,NA
"144",1958,"December",20,47,203,28,52,242,"gop",NA,NA
"145",1959,"January",15,35,159,35,65,289,"gop",NA,NA
"146",1959,"February",15,35,159,35,65,289,"gop",NA,NA
"147",1959,"March",15,35,159,35,65,289,"gop",NA,NA
"148",1959,"April",15,35,159,35,65,289,"gop",NA,NA
"149",1959,"May",15,35,159,35,65,289,"gop",NA,5.1
"150",1959,"June",15,35,159,35,65,289,"gop",NA,NA
"151",1959,"July",15,35,159,35,65,289,"gop",NA,NA
"152",1959,"August",15,35,159,35,65,289,"gop",NA,NA
"153",1959,"September",15,35,159,35,65,289,"gop",NA,NA
"154",1959,"October",15,35,159,35,65,289,"gop",NA,NA
"155",1959,"November",15,35,159,35,65,289,"gop",NA,NA
"156",1959,"December",15,35,159,35,65,289,"gop",NA,NA
"157",1960,"January",16,35,159,34,70,289,"gop",NA,NA
"158",1960,"February",16,35,159,34,70,289,"gop",NA,NA
"159",1960,"March",16,35,159,34,70,289,"gop",NA,NA
"160",1960,"April",16,35,159,34,70,289,"gop",NA,NA
"161",1960,"May",16,35,159,34,70,289,"gop",NA,5.1
"162",1960,"June",16,35,159,34,70,289,"gop",NA,NA
"163",1960,"July",16,35,159,34,70,289,"gop",NA,NA
"164",1960,"August",16,35,159,34,70,289,"gop",NA,NA
"165",1960,"September",17,35,159,34,70,289,"gop",NA,NA
"166",1960,"October",17,35,159,34,70,289,"gop",NA,NA
"167",1960,"November",17,35,159,34,70,289,"gop",NA,NA
"168",1960,"December",17,35,159,34,70,289,"gop",NA,NA
"169",1961,"January",16,37,176,34,64,273,"dem",NA,NA
"170",1961,"February",16,37,176,34,64,273,"dem",NA,NA
"171",1961,"March",16,37,176,34,64,273,"dem",NA,NA
"172",1961,"April",16,37,176,34,64,273,"dem",NA,NA
"173",1961,"May",16,37,176,34,64,273,"dem",NA,7.1
"174",1961,"June",16,37,176,34,64,273,"dem",NA,NA
"175",1961,"July",16,37,176,34,64,273,"dem",NA,NA
"176",1961,"August",16,37,176,34,64,273,"dem",NA,NA
"177",1961,"September",16,37,176,34,64,273,"dem",NA,NA
"178",1961,"October",16,37,176,34,64,273,"dem",NA,NA
"179",1961,"November",16,37,176,34,64,273,"dem",NA,NA
"180",1961,"December",16,37,176,34,64,273,"dem",NA,NA
"181",1962,"January",16,42,176,34,65,273,"dem",NA,NA
"182",1962,"February",16,42,176,34,65,273,"dem",NA,NA
"183",1962,"March",16,42,176,34,65,273,"dem",NA,NA
"184",1962,"April",16,42,176,34,65,273,"dem",NA,NA
"185",1962,"May",16,42,176,34,65,273,"dem",NA,5.5
"186",1962,"June",16,42,176,34,65,273,"dem",NA,NA
"187",1962,"July",16,42,176,34,65,273,"dem",NA,NA
"188",1962,"August",16,42,176,34,65,273,"dem",NA,NA
"189",1962,"September",16,42,176,34,65,273,"dem",NA,NA
"190",1962,"October",16,42,176,34,65,273,"dem",NA,NA
"191",1962,"November",16,42,176,34,65,273,"dem",NA,NA
"192",1962,"December",16,42,176,34,65,273,"dem",NA,NA
"193",1963,"January",17,34,182,33,68,262,"dem",NA,NA
"194",1963,"February",17,34,182,33,68,262,"dem",NA,NA
"195",1963,"March",16,34,182,34,68,262,"dem",NA,NA
"196",1963,"April",16,34,182,34,68,262,"dem",NA,NA
"197",1963,"May",16,34,182,34,68,262,"dem",NA,5.9
"198",1963,"June",16,34,182,34,68,262,"dem",NA,NA
"199",1963,"July",16,34,182,34,68,262,"dem",NA,NA
"200",1963,"August",16,34,182,34,68,262,"dem",NA,NA
"201",1963,"September",16,34,182,34,68,262,"dem",NA,NA
"202",1963,"October",16,34,182,34,68,262,"dem",NA,NA
"203",1963,"November",16,34,182,34,68,262,"dem",NA,NA
"204",1963,"December",16,34,182,34,68,262,"dem",NA,NA
"205",1964,"January",16,34,182,34,71,262,"dem",NA,NA
"206",1964,"February",16,34,182,34,71,262,"dem",NA,NA
"207",1964,"March",16,34,182,34,71,262,"dem",NA,NA
"208",1964,"April",16,34,182,34,71,262,"dem",NA,NA
"209",1964,"May",16,34,182,34,71,262,"dem",NA,5.1
"210",1964,"June",16,34,182,34,71,262,"dem",NA,NA
"211",1964,"July",16,34,182,34,71,262,"dem",NA,NA
"212",1964,"August",16,34,182,34,71,262,"dem",NA,NA
"213",1964,"September",16,34,182,34,71,262,"dem",NA,NA
"214",1964,"October",16,34,182,34,71,262,"dem",NA,NA
"215",1964,"November",16,34,182,34,71,262,"dem",NA,NA
"216",1964,"December",16,34,182,34,71,262,"dem",NA,NA
"217",1965,"January",17,32,141,33,69,301,"dem",NA,NA
"218",1965,"February",17,32,141,33,69,301,"dem",NA,NA
"219",1965,"March",17,32,141,33,69,301,"dem",NA,NA
"220",1965,"April",17,32,141,33,69,301,"dem",NA,NA
"221",1965,"May",17,32,141,33,69,301,"dem",NA,4.6
"222",1965,"June",17,32,141,33,69,301,"dem",NA,NA
"223",1965,"July",17,32,141,33,69,301,"dem",NA,NA
"224",1965,"August",17,32,141,33,69,301,"dem",NA,NA
"225",1965,"September",17,32,141,33,69,301,"dem",NA,NA
"226",1965,"October",17,32,141,33,69,301,"dem",NA,NA
"227",1965,"November",17,32,141,33,69,301,"dem",NA,NA
"228",1965,"December",17,32,141,33,69,301,"dem",NA,NA
"229",1966,"January",18,33,141,33,70,301,"dem",NA,NA
"230",1966,"February",18,33,141,33,70,301,"dem",NA,NA
"231",1966,"March",18,33,141,33,70,301,"dem",NA,NA
"232",1966,"April",18,33,141,33,70,301,"dem",NA,NA
"233",1966,"May",18,33,141,33,70,301,"dem",NA,3.9
"234",1966,"June",18,33,141,33,70,301,"dem",NA,NA
"235",1966,"July",18,33,141,33,70,301,"dem",NA,NA
"236",1966,"August",18,33,141,33,70,301,"dem",NA,NA
"237",1966,"September",18,33,141,33,70,301,"dem",NA,NA
"238",1966,"October",18,33,141,33,70,301,"dem",NA,NA
"239",1966,"November",18,33,141,33,70,301,"dem",NA,NA
"240",1966,"December",18,33,141,33,70,301,"dem",NA,NA
"241",1967,"January",25,36,188,27,64,251,"dem",NA,NA
"242",1967,"February",25,36,188,27,64,251,"dem",NA,NA
"243",1967,"March",25,36,188,27,64,251,"dem",NA,NA
"244",1967,"April",25,36,188,27,64,251,"dem",NA,NA
"245",1967,"May",25,36,188,27,64,251,"dem",NA,3.8
"246",1967,"June",25,36,188,27,64,251,"dem",NA,NA
"247",1967,"July",25,36,188,27,64,251,"dem",NA,NA
"248",1967,"August",25,36,188,27,64,251,"dem",NA,NA
"249",1967,"September",25,36,188,27,64,251,"dem",NA,NA
"250",1967,"October",25,36,188,27,64,251,"dem",NA,NA
"251",1967,"November",25,36,188,27,64,251,"dem",NA,NA
"252",1967,"December",25,36,188,27,64,251,"dem",NA,NA
"253",1968,"January",26,39,188,26,65,251,"dem",NA,NA
"254",1968,"February",26,39,188,26,65,251,"dem",NA,NA
"255",1968,"March",26,39,188,26,65,251,"dem",NA,NA
"256",1968,"April",26,39,188,26,65,251,"dem",NA,NA
"257",1968,"May",26,39,188,26,65,251,"dem",NA,3.5
"258",1968,"June",26,39,188,26,65,251,"dem",NA,NA
"259",1968,"July",26,39,188,26,65,251,"dem",NA,NA
"260",1968,"August",26,39,188,26,65,251,"dem",NA,NA
"261",1968,"September",26,39,188,26,65,251,"dem",NA,NA
"262",1968,"October",26,39,188,26,65,251,"dem",NA,NA
"263",1968,"November",26,39,188,26,65,251,"dem",NA,NA
"264",1968,"December",26,39,188,26,65,251,"dem",NA,NA
"265",1969,"January",31,43,199,22,57,250,"gop",NA,NA
"266",1969,"February",31,43,199,22,57,250,"gop",NA,NA
"267",1969,"March",31,43,199,22,57,250,"gop",NA,NA
"268",1969,"April",31,43,199,22,57,250,"gop",NA,NA
"269",1969,"May",31,43,199,22,57,250,"gop",NA,3.4
"270",1969,"June",31,43,199,22,57,250,"gop",NA,NA
"271",1969,"July",31,43,199,22,57,250,"gop",NA,NA
"272",1969,"August",31,43,199,22,57,250,"gop",NA,NA
"273",1969,"September",31,43,199,22,57,250,"gop",NA,NA
"274",1969,"October",31,43,199,22,57,250,"gop",NA,NA
"275",1969,"November",31,43,199,22,57,250,"gop",NA,NA
"276",1969,"December",31,43,199,22,57,250,"gop",NA,NA
"277",1970,"January",32,43,199,20,58,250,"gop",NA,NA
"278",1970,"February",32,43,199,20,58,250,"gop",NA,NA
"279",1970,"March",32,43,199,20,58,250,"gop",NA,NA
"280",1970,"April",32,43,199,20,58,250,"gop",NA,NA
"281",1970,"May",32,43,199,20,58,250,"gop",NA,4.8
"282",1970,"June",32,43,199,20,58,250,"gop",NA,NA
"283",1970,"July",32,43,199,20,58,250,"gop",NA,NA
"284",1970,"August",32,43,199,20,58,250,"gop",NA,NA
"285",1970,"September",32,43,199,20,58,250,"gop",NA,NA
"286",1970,"October",32,43,199,20,58,250,"gop",NA,NA
"287",1970,"November",32,43,199,20,58,250,"gop",NA,NA
"288",1970,"December",32,43,199,20,58,250,"gop",NA,NA
"289",1971,"January",21,44,185,30,55,259,"gop",NA,NA
"290",1971,"February",21,44,185,30,55,259,"gop",NA,NA
"291",1971,"March",21,44,185,30,55,259,"gop",NA,NA
"292",1971,"April",21,44,185,30,55,259,"gop",NA,NA
"293",1971,"May",21,44,185,30,55,259,"gop",NA,5.9
"294",1971,"June",21,44,185,30,55,259,"gop",NA,NA
"295",1971,"July",21,44,185,30,55,259,"gop",NA,NA
"296",1971,"August",21,44,185,30,55,259,"gop",NA,NA
"297",1971,"September",21,44,185,30,55,259,"gop",NA,NA
"298",1971,"October",21,44,185,30,55,259,"gop",NA,NA
"299",1971,"November",21,44,185,30,55,259,"gop",NA,NA
"300",1971,"December",21,44,185,30,55,259,"gop",NA,NA
"301",1972,"January",20,44,185,31,57,259,"gop",NA,NA
"302",1972,"February",20,44,185,31,57,259,"gop",NA,NA
"303",1972,"March",20,44,185,31,57,259,"gop",NA,NA
"304",1972,"April",20,44,185,31,57,259,"gop",NA,NA
"305",1972,"May",20,44,185,31,57,259,"gop",NA,5.7
"306",1972,"June",20,44,185,31,57,259,"gop",NA,NA
"307",1972,"July",20,44,185,31,57,259,"gop",NA,NA
"308",1972,"August",20,44,185,31,57,259,"gop",NA,NA
"309",1972,"September",20,44,185,31,57,259,"gop",NA,NA
"310",1972,"October",20,44,185,31,57,259,"gop",NA,NA
"311",1972,"November",20,44,185,31,57,259,"gop",NA,NA
"312",1972,"December",20,44,185,31,57,259,"gop",NA,NA
"313",1973,"January",19,42,195,32,56,249,"gop",NA,NA
"314",1973,"February",19,42,195,32,56,249,"gop",NA,NA
"315",1973,"March",19,42,195,32,56,249,"gop",NA,NA
"316",1973,"April",19,42,195,32,56,249,"gop",NA,NA
"317",1973,"May",19,42,195,32,56,249,"gop",NA,4.9
"318",1973,"June",19,42,195,32,56,249,"gop",NA,NA
"319",1973,"July",19,42,195,32,56,249,"gop",NA,NA
"320",1973,"August",20,42,195,32,56,249,"gop",NA,NA
"321",1973,"September",20,42,195,32,56,249,"gop",NA,NA
"322",1973,"October",20,42,195,32,56,249,"gop",NA,NA
"323",1973,"November",20,42,195,32,56,249,"gop",NA,NA
"324",1973,"December",20,42,195,32,56,249,"gop",NA,NA
"325",1974,"January",18,45,195,34,59,249,"gop",NA,NA
"326",1974,"February",18,45,195,34,59,249,"gop",NA,NA
"327",1974,"March",18,45,195,34,59,249,"gop",NA,NA
"328",1974,"April",18,45,195,34,59,249,"gop",NA,NA
"329",1974,"May",18,45,195,34,59,249,"gop",NA,5.1
"330",1974,"June",18,45,195,34,59,249,"gop",NA,NA
"331",1974,"July",18,45,195,34,59,249,"gop",NA,NA
"332",1974,"August",18,45,195,34,59,249,"dem",NA,NA
"333",1974,"September",18,45,195,34,59,249,"dem",NA,NA
"334",1974,"October",18,45,195,34,59,249,"dem",NA,NA
"335",1974,"November",18,45,195,34,59,249,"dem",NA,NA
"336",1974,"December",18,45,195,34,59,249,"dem",NA,NA
"337",1975,"January",13,38,148,37,61,295,"gop",NA,NA
"338",1975,"February",13,38,148,37,61,295,"gop",NA,NA
"339",1975,"March",13,38,148,37,61,295,"gop",NA,NA
"340",1975,"April",13,38,148,37,61,295,"gop",NA,NA
"341",1975,"May",13,38,148,37,61,295,"gop",NA,9
"342",1975,"June",13,38,148,37,61,295,"gop",NA,NA
"343",1975,"July",13,38,148,37,61,295,"gop",NA,NA
"344",1975,"August",13,38,148,37,61,295,"gop",NA,NA
"345",1975,"September",13,38,148,37,61,295,"gop",NA,NA
"346",1975,"October",13,38,148,37,61,295,"gop",NA,NA
"347",1975,"November",13,38,148,37,61,295,"gop",NA,NA
"348",1975,"December",13,38,148,37,61,295,"gop",NA,NA
"349",1976,"January",13,39,148,37,65,295,"gop",NA,NA
"350",1976,"February",13,39,148,37,65,295,"gop",NA,NA
"351",1976,"March",13,39,148,37,65,295,"gop",NA,NA
"352",1976,"April",13,39,148,37,65,295,"gop",NA,NA
"353",1976,"May",13,39,148,37,65,295,"gop",NA,7.4
"354",1976,"June",13,39,148,37,65,295,"gop",NA,NA
"355",1976,"July",13,39,148,37,65,295,"gop",NA,NA
"356",1976,"August",13,39,148,37,65,295,"gop",NA,NA
"357",1976,"September",13,39,148,37,65,295,"gop",NA,NA
"358",1976,"October",13,39,148,37,65,295,"gop",NA,NA
"359",1976,"November",13,39,148,37,65,295,"gop",NA,NA
"360",1976,"December",13,39,148,37,65,295,"gop",NA,NA
"361",1977,"January",12,38,147,38,62,294,"dem",NA,NA
"362",1977,"February",12,38,147,38,62,294,"dem",NA,NA
"363",1977,"March",12,38,147,38,62,294,"dem",NA,NA
"364",1977,"April",12,38,147,38,62,294,"dem",NA,NA
"365",1977,"May",12,38,147,38,62,294,"dem",NA,7
"366",1977,"June",12,38,147,39,62,294,"dem",NA,NA
"367",1977,"July",12,38,147,40,62,294,"dem",NA,NA
"368",1977,"August",12,38,147,40,62,294,"dem",NA,NA
"369",1977,"September",12,38,147,40,62,294,"dem",NA,NA
"370",1977,"October",12,38,147,40,62,294,"dem",NA,NA
"371",1977,"November",12,38,147,41,62,294,"dem",NA,NA
"372",1977,"December",12,38,147,41,62,294,"dem",NA,NA
"373",1978,"January",12,41,147,38,66,294,"dem",NA,NA
"374",1978,"February",12,41,147,38,66,294,"dem",NA,NA
"375",1978,"March",12,41,147,38,66,294,"dem",NA,NA
"376",1978,"April",12,41,147,38,66,294,"dem",NA,NA
"377",1978,"May",12,41,147,38,66,294,"dem",NA,6
"378",1978,"June",12,41,147,38,66,294,"dem",NA,NA
"379",1978,"July",12,41,147,38,66,294,"dem",NA,NA
"380",1978,"August",12,41,147,39,66,294,"dem",NA,NA
"381",1978,"September",12,41,147,39,66,294,"dem",NA,NA
"382",1978,"October",12,41,147,39,66,294,"dem",NA,NA
"383",1978,"November",12,41,147,39,66,294,"dem",NA,NA
"384",1978,"December",12,41,147,39,66,294,"dem",NA,NA
"385",1979,"January",19,41,160,32,58,280,"dem",NA,NA
"386",1979,"February",19,41,160,32,58,280,"dem",NA,NA
"387",1979,"March",19,41,160,32,58,280,"dem",NA,NA
"388",1979,"April",19,41,160,32,58,280,"dem",NA,NA
"389",1979,"May",19,41,160,32,58,280,"dem",NA,5.6
"390",1979,"June",19,41,160,32,58,280,"dem",NA,NA
"391",1979,"July",19,41,160,32,58,280,"dem",NA,NA
"392",1979,"August",19,41,160,32,58,280,"dem",NA,NA
"393",1979,"September",19,41,160,32,58,280,"dem",NA,NA
"394",1979,"October",19,41,160,32,58,280,"dem",NA,NA
"395",1979,"November",19,41,160,32,58,280,"dem",NA,NA
"396",1979,"December",19,41,160,32,58,280,"dem",NA,NA
"397",1980,"January",19,42,160,32,59,280,"dem",NA,NA
"398",1980,"February",19,42,160,32,59,280,"dem",NA,NA
"399",1980,"March",20,42,160,31,59,280,"dem",NA,NA
"400",1980,"April",20,42,160,31,59,280,"dem",NA,NA
"401",1980,"May",20,42,160,31,59,280,"dem",NA,7.5
"402",1980,"June",20,42,160,31,59,280,"dem",NA,NA
"403",1980,"July",20,42,160,31,59,280,"dem",NA,NA
"404",1980,"August",20,42,160,31,59,280,"dem",NA,NA
"405",1980,"September",20,42,160,31,59,280,"dem",NA,NA
"406",1980,"October",20,42,160,31,59,280,"dem",NA,NA
"407",1980,"November",20,42,160,31,59,280,"dem",NA,NA
"408",1980,"December",20,42,160,31,59,280,"dem",NA,NA
"409",1981,"January",24,53,196,27,46,246,"gop",NA,NA
"410",1981,"February",24,53,196,27,46,246,"gop",NA,NA
"411",1981,"March",24,53,196,27,46,246,"gop",NA,NA
